id,name,known_for_department,profile_path,popularity
3657112,Emin Günenç,Acting,/ukSL3lS9Fyv0m4jfflqAfVy7nYT.jpg,14.6491
11701,Angelina Jolie,Acting,/bXNxIKcJ5cNNW8QFrBPWcfTSu9x.jpg,14.3403
974169,Jenna Ortega,Acting,/cV4x7jNmsGLdKZn5I6xVF3Ltnmg.jpg,13.9465
1522703,Hande Erçel,Acting,/jrUvWNqOpfDm3D0KhbuRwQOy8Nu.jpg,13.9371
2786960,Gabriel Guevara,Acting,/pviRYKEEmoPUfLYwP1VHJ6LQcRg.jpg,13.8874
3371804,Christine Bermas,Acting,/zdFbplqeZbzgCJEJfnj1pPqVVH2.jpg,13.7816
1253391,Ji Chang-wook,Acting,/afgwHQJ3BP6ygM2ZUUZO60U84q0.jpg,13.5799
13240,Mark Wahlberg,Acting,/fqIZoibpZBwzCTBXQudVvPl87Db.jpg,13.5755
2244859,Niyathi Kadambi,Acting,/csIXL1REvgQeb9zprB361wpI3Y5.jpg,13.5433
42803,Ajay Devgn,Acting,/vnHQQFzTjJ0sv14DGMIoKa3qTxN.jpg,13.4338
17303,Ali Larter,Acting,/2HOlaSd30yBCrr366GfPG2PF6D8.jpg,13.3657
1371041,Callum Turner,Acting,/1QqpyYbX6zyyrtlKAJLbKM4B4k9.jpg,12.8661
1253360,Pedro Pascal,Acting,/9VYK7oxcqhjd5LAH6ZFJ3XzOlID.jpg,12.4819
569,Ethan Hawke,Acting,/2LoTr6x0TEM7L5em4kSx1VmGDgG.jpg,12.4782
880,Ben Affleck,Acting,/u525jeDOzg9hVdvYfeehTGnw7Aa.jpg,12.4423
34408,Stana Katic,Acting,/4Kw0xJTzRc4VPfOVlaMr7OTfvN2.jpg,12.1858
6194,Claire Danes,Acting,/6YvMc6RViFSornxmZjRgEKWQMzI.jpg,12.1414
141801,Paige Tamada,Acting,/pORrZ9gppePMsZBHhwRHvNogFU7.jpg,12.0666
2524,Tom Hardy,Acting,/yQZKb2ED7muJJmwghlGzgDRAVVr.jpg,12.0047
139,Uma Thurman,Acting,/sBgAZWi3o4FsnaTvnTNtK6jpQcF.jpg,11.9137
865,Michael Bay,Directing,/rkC7lei20x5xlFH4SivAXXBh6uR.jpg,11.6849
1172108,Mckenna Grace,Acting,/sjnnfJyhUJ6t4yLJRrM8yApjVT.jpg,11.6243
3126573,Choi Hyun-wook,Acting,/oHG5nnXAzkNBs0xEQlbwOaIFYPQ.jpg,11.5121
52639,Tom Wlaschiha,Acting,/3Qbdm6f7AFAImiRU1TTwQ5AtHMQ.jpg,11.3602
28782,Monica Bellucci,Acting,/bb2or8DG7XnADXszLTmoW2EaEj7.jpg,11.3261
2034418,Jacob Elordi,Acting,/lC9pK3ADyPpH4dRo2BKZBaTZPfu.jpg,11.3007
3176248,Tian Xuning,Acting,/cja4cqfeaTtUvCxmDC4joZqFUDm.jpg,11.2503
224513,Ana de Armas,Acting,/5Qne374OM0ewMM7uSN9eq9jNrWq.jpg,11.1404
6384,Keanu Reeves,Acting,/8RZLOyYGsoRe9p44q3xin9QkMHv.jpg,11.0112
3136,Salma Hayek Pinault,Acting,/1qfYF7NGRObmeKR7IVXUFVIC0CN.jpg,10.9722
1397778,Anya Taylor-Joy,Acting,/qYNofOjlRke2MlJVihmJmEdQI4v.jpg,10.9631
86626,Aziz Ansari,Acting,/yUeQHM4ycUXrUgRWgKVYKNmKxfJ.jpg,10.9392
500,Tom Cruise,Acting,/3mShHjSQR7NXOVbdTu5rT2Qd0MN.jpg,10.884
1179422,Ross Duffer,Writing,/kN1HdFViQkcJOQlNcvvFJIx9Uju.jpg,10.8216
2439184,Chen Zheyuan,Acting,/uOEqq05ghCxZXn7w92nriHu0T5A.jpg,10.8005
35070,Akshay Kumar,Acting,/1d77rFiN8h2JXE6vS8VCuc2k20J.jpg,10.7757
54882,Morena Baccarin,Acting,/Hiv9zroKS0LhjAbKFQoz0BpzCe.jpg,10.7486
78080,Krysten Ritter,Acting,/d39VsFGyWq7f5fkUrCI9k3XpZl2.jpg,10.7395
12835,Vin Diesel,Acting,/nZdVry7lnUkE24PnXakok9okvL4.jpg,10.6485
550843,Elizabeth Olsen,Acting,/wIU675y4dofIDVuhaNWPizJNtep.jpg,10.5108
545283,Alex Fong Lik-Sun,Acting,/8Q64snS8ruOPW1jdA59DzkZVCMQ.jpg,10.4342
2604515,Emma Myers,Acting,/v1Y8RP39135ZOary9M4MbkrCAdn.jpg,10.3997
53862,Kaley Cuoco,Acting,/jZdgOfncpYjks4AFd6ndYIwpAez.jpg,10.3835
1642789,Madelyn Cline,Acting,/5bn1dx7IyOZpy6g1T9M4E7jXr9E.jpg,10.3174
1319939,Yda Manzano,Acting,/9ZZbVcCl8U3GqnqHeBREsAilpNh.jpg,10.2867
1973077,Ananya Panday,Acting,/AgywmKnKdOJ7HvlNKBc3hADsF1S.jpg,10.2821
77700,Travis Fimmel,Acting,/kuTSw3I2hqb5N1QqYrXPX8zd8EA.jpg,10.237
4095744,Dyessa Garcia,Acting,/xak9L0fkIOkjSwJpz3SWLl94tVP.jpg,10.2108
1222992,Eiza González,Acting,/w2pZ8gLqZNguj8cqrDGbMw2Ibj0.jpg,10.2029
2803710,Mason Thames,Acting,/kPVWuKlDR0wkCSvv5iHLkaEQS0L.jpg,10.0078
4275791,Bryant Wood,Acting,/oT6OqSsjg3dptQqWOFbSbDuWQVE.jpg,9.9877
35736,Karan Johar,Production,/zip1x7OXOBxXxcdYvKOgw6MnAWm.jpg,9.9395
6193,Leonardo DiCaprio,Acting,/wo2hJpn04vbtmh0B9utCFdsQhxM.jpg,9.7934
1836114,Malachi Barton,Acting,/jS5FrcVxxJHB4v7sXu7l4VMQb7x.jpg,9.791
4103293,Jenn Rosa,Acting,/f2EItX0kOXJjDzZFZSFmGOVS8HB.jpg,9.5435
3783386,Karoline Viktoria Sletteng Garvang,Acting,/qPblgtDrg3x5307POA6Tp4lWtv1.jpg,9.4769
37917,Kristen Stewart,Acting,/ryhCjTGqS6G6OprbR0qUEH355lA.jpg,9.4561
10990,Emma Watson,Acting,/A14lLCZYDhfYdBa0fFRpwMDiwRN.jpg,9.436
117642,Jason Momoa,Acting,/3troAR6QbSb6nUFMDu61YCCWLKa.jpg,9.4175
38561,Kelly Brook,Acting,/vqxgDuO1ixMbtDihDTYHW3lm5Z4.jpg,9.4115
64295,Alan Ritchson,Acting,/92YNEEpCyugkTzPprJwZpvVtvuK.jpg,9.4054
525,Christopher Nolan,Directing,/xuAIuYSmsUzKlUMBFGVZaWsY3DZ.jpg,9.3658
141701,Ramya Krishnan,Acting,/7Ex7OHhtotLXOAza1VOcUplPb7O.jpg,9.2249
3010184,Hee-jeong,Acting,/m6AScRlyNLlRbVr0i7xod90eVFQ.jpg,9.0392
118545,Dakota Johnson,Acting,/qFek0KqpaPV5mVyHHNfAapDE9Tj.jpg,8.9716
3967,Kate Beckinsale,Acting,/nUZuC2chd5PVw2tLxePZ6uaLbhx.jpg,8.9398
2948828,AJ Raval,Acting,/2JMxcjkUc5SPrj8P9GCFQev4pbm.jpg,8.9073
3164807,Yoon Yool,Acting,/21kdujBeL2hrJ50RyMxmuEsHZAT.jpg,8.9049
56365,Charlie Hunnam,Acting,/ibWWSRGqgxNw9SC8E8hNv1Lvob1.jpg,8.8967
234352,Margot Robbie,Acting,/euDPyqLnuwaWMHajcU3oZ9uZezR.jpg,8.8608
287,Brad Pitt,Acting,/nWyL0YMgsBOsvX4gVSFB16VfnPU.jpg,8.8438
88124,Jesse Plemons,Acting,/og4I51GsuwohdPgoELOHVMMqMre.jpg,8.8277
237045,Prabhas,Acting,/6naZ3oybdCtfggc5pTrcBDxOXrP.jpg,8.8086
5235257,Kim Sun-young,Acting,/kdS3LYZ30fx4NL7coPJ3WUUAlLx.jpg,8.7492
17142,Paul Dano,Acting,/zEJJsm0z07EPNl2Pi1h67xuCmcA.jpg,8.6729
30614,Ryan Gosling,Acting,/asoKC7CLCqpZKZDL6iovNurQUdf.jpg,8.6271
2231,Samuel L. Jackson,Acting,/AiAYAqwpM5xmiFrAIeQvUXDCVvo.jpg,8.6157
14592,BD Wong,Acting,/w7Hs9m6ocS2qlibvrLOvmyCKbAN.jpg,8.5931
1428070,Isabela Merced,Acting,/7O5GWIH8IHwU4kGZIhC3JkGDiZr.jpg,8.5792
10882,Rosamund Pike,Acting,/8ObNklHDi2hjdz0ayzJFB9jtqzm.jpg,8.523
96625,Minka Kelly,Acting,/bdLHQhru6KzuoSaOLsSEyHwdGU7.jpg,8.504
417,Ginnifer Goodwin,Acting,/n8XOnjgyfYvqRUDcnkAckRqSaNN.jpg,8.5003
501,Dakota Fanning,Acting,/hwcO08SVWkelfvgfIa5HsTMxsK8.jpg,8.4896
16483,Sylvester Stallone,Acting,/gn3pDWthJqR0VDYGViGD3048og7.jpg,8.485
25837,Elisha Cuthbert,Acting,/1nB9Y9XQhaoqYzwtSzJoWVxGnI2.jpg,8.4577
1765068,Cynthia Erivo,Acting,/gIAXqZwZCBqkh2ppfAV4xcnMxki.jpg,8.4503
80860,Jonathan Bailey,Acting,/kMtZtavkXIXYA0CnhaWqbNo6uFV.jpg,8.446
1164337,Mohamed Ramadan,Acting,/kbGkIR3pGj7bLlYko1AOKzLrjRI.jpg,8.4201
587020,Theo James,Acting,/lSC4cMhcQeCjPFkK6qCjSGDSeR3.jpg,8.397
131,Jake Gyllenhaal,Acting,/btORQRDyGCF0KNweGGYpmQXZK3P.jpg,8.3902
83002,Jessica Chastain,Acting,/lodMzLKSdrPcBry6TdoDsMN3Vge.jpg,8.367
125025,Joey King,Acting,/94c69mPYSK9jFsAEu0OKB7Qs684.jpg,8.3585
18277,Sandra Bullock,Acting,/hPHGKPAWZ8gArYXMk225rrYPoyJ.jpg,8.3338
64,Gary Oldman,Acting,/2v9FVVBUrrkW2m3QOcYkuhq9A6o.jpg,8.3243
192,Morgan Freeman,Acting,/jPsLqiYGSofU4s6BjrxnefMfabb.jpg,8.323
19537,Megan Fox,Acting,/9khvk5svs81TLqIGlI3ZJqYtqaY.jpg,8.3134
3223,Robert Downey Jr.,Acting,/5qHNjhtjMD4YWH3UP0rm4tKwxCL.jpg,8.2919
1818455,Van Crosby,Acting,/6KkrTzx6mIZxvI4My7vuL2gDDH9.jpg,8.2875
1338512,Tiger Shroff,Acting,/kgvll1RBCcDTs6KJZFDb291AuZb.jpg,8.2017
930731,Suraj Venjaramoodu,Acting,/2FUs0wmR3eHBd8g4GVbCmhkUzeI.jpg,8.1844
1844511,Hou Minghao,Acting,/qaVcbHiulXY47v6zhc4qbxNrnNm.jpg,8.168
1016071,Déborah Révy,Acting,/a3EmfvlSIcRhIwFm6nFLWCnIuFi.jpg,8.1594
140,Lucy Liu,Acting,/9nbtjqsx3De7hO2XDtrBQ7M9VCH.jpg,8.1592
2227,Nicole Kidman,Acting,/lfW2cDigTcvuoe4k6UfCdGVE1R6.jpg,8.1402
1861484,Aishwarya Lekshmi,Acting,/b3yxjhc62X0JZghaRTYNMVrI78a.jpg,8.1177
543261,Karen Gillan,Acting,/kFLXcFdok3ShDxylr3WNreQphQm.jpg,8.1091
52848,Isla Fisher,Acting,/zNKTzzuyMYaCGEZKhwhqV1K8ffo.jpg,8.1069
3292,Nicholas Hoult,Acting,/laeAYQVBV9U3DkJ1B4Cn1XhpT8P.jpg,8.0963
2274937,Pradeep Ranganathan,Acting,/9xihfKNyRbDtiV6p2iB1FRcNdNL.jpg,8.0845
2046128,Milly Alcock,Acting,/xYpXcZ2aBclWweLSyxmXaFMUrn8.jpg,8.0647
10912,Eva Green,Acting,/vwjOWfUeDk5fQr8jraKlR1Yfxxq.jpg,8.0637
4270366,Connor Storrie,Acting,/1nu6ZMhGydHmLKmUptIdEtdoOxI.jpg,8.0365
1682769,Shakib Khan,Acting,/pmJvt5SBS1AwJqMSx6Ix8VtdKqQ.jpg,8.028
3896,Liam Neeson,Acting,/sRLev3wJioBgun3ZoeAUFpkLy0D.jpg,8.0112
10297,Matthew McConaughey,Acting,/lCySuYjhXix3FzQdS4oceDDrXKI.jpg,7.9583
571172,Park Jeong-min,Acting,/o0IKTRpUgNILXzWtskyMJM1NG4j.jpg,7.9353
116,Keira Knightley,Acting,/bRC1B2VwV0wK3ElciFAK6QZf2wD.jpg,7.9214
2112439,Connor Swindells,Acting,/12mK65Y0oLnJWgTK6jeI6q8p1xE.jpg,7.8865
999449,Emily Alatalo,Acting,/u9Ir0RZ9czYik7luqZ8cn4YRs9Z.jpg,7.8561
3210444,Noah Fearnley,Acting,/cJDTFKsgQoc7LM6IHFmAP1t9vDz.jpg,7.8317
2050456,Dylan Wang,Acting,/x05cU32ATgu1ekqoySAvF84TmCZ.jpg,7.7994
56731,Jessica Alba,Acting,/jCImuXo4TqdWeIs4Hc2tO0U28LV.jpg,7.7947
73968,Henry Cavill,Acting,/rV6OIH2J3SbJ1g00jRF0X98ncCm.jpg,7.7532
71070,Amanda Seyfried,Acting,/gtBUIpZ3dvLpOMIVORxE6sHSyZj.jpg,7.7486
1016073,Hélène Zimmer,Writing,/nhsMaWOuSPpMBRVUscUYHkL2fCk.jpg,7.706
3995419,Tom Wozniczka,Acting,/9qrW3utGsmeJ1iJVPPZx2SDyhaH.jpg,7.6982
2527414,Nicole Wallace,Acting,/xlvq6OYCN6yQef4fpJQtwVyQxqr.jpg,7.6872
1223786,Emilia Clarke,Acting,/iFY6t7Ux9r70WB7Sp0TTVz6eGtm.jpg,7.6763
1497557,Alexa Demie,Acting,/zba2qXMNRnD7uXOYzXfcnstv17V.jpg,7.6755
1269,Kevin Costner,Acting,/bykmxJHLfbFM3NT05RZXhx8YTzF.jpg,7.6726
49208,E.A. Dupont,Directing,/c1u6awHLEnuRBnuR4sSi1BQzN11.jpg,7.6555
1646,Udo Kier,Acting,/lIOGDMvrVHMgPXdhicLI41tY1zf.jpg,7.6535
1152083,Sabrina Carpenter,Acting,/h2JcSqZ220VXDqb6xKBVcRquGGN.jpg,7.6457
1231,Julianne Moore,Acting,/3YF19rWusxWfEI59ZM33dFhasRq.jpg,7.6265
7402,Markie Post,Acting,/oQvVLXw8Sh7gDww3g1jr0UY0FFj.jpg,7.6098
2201315,Emma Mackey,Acting,/l4JOGnGOAeZr3BQvAerFyvakrU0.jpg,7.579
1252061,Çağatay Ulusoy,Acting,/sKMcp6E7DYoWWKdiiFkhXp0kmxe.jpg,7.5577
1331457,Sofia Carson,Acting,/aQudxuIAd2UEGQD1YWsdrHH11Kc.jpg,7.5379
3586928,Miguel Mora,Acting,/yVjtjXQ4WWlN8XiDYsHKdwcBRXU.jpg,7.4991
54693,Emma Stone,Acting,/cZ8a3QvAnj2cgcgVL6g4XaqPzpL.jpg,7.4948
7056,Emma Thompson,Acting,/xVrrH7dAoeotune3TWjv5Tr3F3U.jpg,7.4716
204,Kate Winslet,Acting,/e3tdop3WhseRnn8KwMVLAV25Ybv.jpg,7.4665
42802,Salman Khan,Acting,/n7pKtccmf2jVOz8Qn90q2ThqLge.jpg,7.4617
1278487,Hannah Waddingham,Acting,/eHAICyhvjiRZCgzKyJCk9hWnnjr.jpg,7.4579
1817,Linda Cardellini,Acting,/bcycvynDprC1rrhBNrnBjn5uOUd.jpg,7.4406
17276,Gerard Butler,Acting,/rTO5opVC3Gs6hPYAxWSP9eEjogi.jpg,7.4277
15111,Jean-Claude Van Damme,Acting,/v4hqSYeG17WOMp0xNjoWgi8Vbyn.jpg,7.4163
585211,Masaki Suda,Acting,/dYSUOemkmEfwDY2zIMNf2CaXr4q.jpg,7.3623
4095689,Angelica Hart,Acting,/bMohhjKqkgPKaeOmwfDoiO0uZgs.jpg,7.3592
3937164,Audrey Avila,Acting,/3HCKgdrv1AkzbyxvGxyTSb2yh4Z.jpg,7.3559
120923,Keiko Kitagawa,Acting,/hbFxLjMvFnbdPA81RnJ5F9Pdi91.jpg,7.339
27972,Josh Hutcherson,Acting,/f0eosZ1Fx0VBUyspq8K2f8sUSBn.jpg,7.2886
10860,Jessica Biel,Acting,/u5DzbWKvAzS0M4ZhYqpUR9MZr2M.jpg,7.28
1394758,Ine Marie Wilmann,Acting,/6uQlF0RdwLGaWezFsn9429HE6zu.jpg,7.2534
1564921,Emily Youcis,Acting,/fqa0dKl5W9u3S9rhqXDbc9LVT6E.jpg,7.2375
933238,Rebecca Ferguson,Acting,/lJloTOheuQSirSLXNA3JHsrMNfH.jpg,7.2065
62765,Rhea Seehorn,Acting,/g6niUzFMQOiAcSThWoGk0LlAQRP.jpg,7.156
29222,Zac Efron,Acting,/pdWXP7XG6qqOoxoLid1DWYwmaMY.jpg,7.1545
17521,Kelly Reilly,Acting,/gof8bWW9E7MH30GpvA97PwGiIuu.jpg,7.1317
1392137,Margaret Qualley,Acting,/jStNyMj3acpLuH48awLVLqqlyaV.jpg,7.1305
1464650,Dafne Keen,Acting,/g325OIjIHrFr0te8ewPfhKQ2SKj.jpg,7.0937
879,Billy Bob Thornton,Acting,/vgLTcq1nYcNmIr3yLxS7sk84sav.jpg,7.0929
23532,Jason Bateman,Acting,/8e6mt0vGjPo6eW52gqRuXy5YnfN.jpg,7.0746
17628,Mary Elizabeth Winstead,Acting,/lgLSrB5MAhnJeS7qfc18YxzTNnJ.jpg,7.024
33235,Logan Lerman,Acting,/wEte1WtpzwNzhA9adib1rJGbTvb.jpg,7.0066
127506,Lynne Verrall,Acting,,6.9963
17743,Miranda Cosgrove,Acting,/qIGeoyXEVu1LxTH34TWx1YSHyQr.jpg,6.9619
2729031,Rachanun Mahawan,Acting,/khkKB4a9TjsI4PpGxq22xWaFLt3.jpg,6.9465
3091887,Zhang Linghe,Acting,/3Jv2t7hyaHVUYOO85ELwz3Bxe4X.jpg,6.9258
85,Johnny Depp,Acting,/drl9qDZoxPHhUbDamYcOQEhlHzW.jpg,6.9214
206,Jim Carrey,Acting,/u0AqTz6Y7GHPCHINS01P7gPvDSb.jpg,6.9182
945130,Chikako Aoyama,Acting,/kgYeNoOCwqxDCznoeXif50gqwi1.jpg,6.8975
1190668,Timothée Chalamet,Acting,/dFxpwRpmzpVfP1zjluH68DeQhyj.jpg,6.8945
10696,Famke Janssen,Acting,/uvZGwNsLqe9NyA57Qlt46IkO8Bd.jpg,6.8749
12134,Sally Kirkland,Acting,/bAjUA08z6k8FZ3bu5QWcMWWVdMQ.jpg,6.8612
3119212,Raphael Luce,Acting,/nKiboEmmgxAF7xUNSPYN56ANnak.jpg,6.8546
1195939,Ayaka Miyoshi,Acting,/62oahK2mc58X5sNrxyhCVXKryIx.jpg,6.8472
74568,Chris Hemsworth,Acting,/piQGdoIQOF3C1EI5cbYZLAW1gfj.jpg,6.8443
1974009,Kim Do-hee,Acting,/vDK2YCaePyUO4bxTE5mbvQqdqwp.jpg,6.8285
1481238,Sophia Lillis,Acting,/pGwA6WnqlSEw9BpHzeWDKReWdls.jpg,6.8157
1912381,Xochitl Gomez,Acting,/q39DOx44YHrGF1h88R9HxRNZS3.jpg,6.7903
2482605,Wang Anyu,Acting,/7ai55C0CoOdzOlkAOpfatW5xuh.jpg,6.7874
47296,Jeffrey Dean Morgan,Acting,/m8bdrmh6ExDCGQ64E83mHg002YV.jpg,6.7737
1498158,Jessie Buckley,Acting,/jKhDQOMVQ1JP4gaUXCQg75gvsrm.jpg,6.7631
989325,Ella Purnell,Acting,/5PscK9HNXGFQMIxkpbR8ObB7vuR.jpg,6.7589
1136406,Tom Holland,Acting,/4jG9XoIjrkIrkYXB9IjegsomL46.jpg,6.757
1156940,Linda Lin Dai,Acting,/b5jrJJv4ZwlieVXY6Dyz3WP5wnf.jpg,6.7216
1373737,Florence Pugh,Acting,/6EpDNiVqB2Mao3mHm4kYw09ufHk.jpg,6.7202
1993060,Zhang Li,Acting,/eEvYNGg8NnyQlH1wWUcXdWvDEMB.jpg,6.6849
531736,Lee Je-hoon,Acting,/tcG6IT9WMG21hQ1S6ngW583ROpy.jpg,6.6727
73457,Chris Pratt,Acting,/cRH6HPAQ98PlOwwEvhYO4CM9lwu.jpg,6.6611
51875,Andrew V. McLaglen,Directing,/4Lxdxg5akHhsHoZToFe62L8RM9B.jpg,6.6467
1357127,Henry A. Barrows,Acting,/bb5OiSoDx1zYEWOS43C2UUx8zdw.jpg,6.6288
1019,Mads Mikkelsen,Acting,/ntwPvV4GKGGHO3I7LcHMwhXfsw9.jpg,6.6258
1653235,Eduardo Franco,Acting,/asbsRMTv3YMoqNchxsMbtinltkd.jpg,6.6107
11664,Zooey Deschanel,Acting,/jh3eY5KuTlKgsdQTpHDVeRGAx6D.jpg,6.5678
1604826,Cha Eun-woo,Acting,/kZUO2s2ZsBRYZ8acu0wMzlGHpRS.jpg,6.558
4012042,Apple Dy,Acting,/QMETB1ypQs7rGgdCDwcTW0hCxR.jpg,6.5552
1352403,Şükrü Özyıldız,Acting,/4mtjJDiFo46bKuW5Hs759vNMsAm.jpg,6.5475
2065258,Cemre Baysel,Acting,/uYO1U4MCRpLJZs29WyyaqWn5Vlw.jpg,6.5323
80386,Zoya Akhtar,Directing,/ukj424TfDZCrRwYwQVAWl2nJ3ON.jpg,6.5259
1372369,Samara Weaving,Acting,/7sHnBVEiJOzjdfzUHo9vvDLkoCH.jpg,6.5217
781,Paul Reiser,Acting,/rGryzG00uSk8LsidacSBXVgo3iv.jpg,6.5137
55089,Evan Peters,Acting,/n4yb5deDWPsvSQ9KLm0WR2Q2elC.jpg,6.5092
1875826,Yeon Woo,Acting,/aXroCR7GA9DKnTxppJComTHrRvC.jpg,6.5041
1816076,Hania Aamir,Acting,/fb2j8o2TiAGmHPMOoXu870qRY1y.jpg,6.503
28846,Alexander Skarsgård,Acting,/aVAPqwoElxk9O8QID96l6qG4x2E.jpg,6.501
101908,Maxwell Caulfield,Acting,/txVAiqLG56J0BlDaaCfFgzPfvU.jpg,6.4965
93491,Will Poulter,Acting,/9blYMaj79VGC6BHTLmJp3V5S8r3.jpg,6.4872
572043,Yang Mi,Acting,/lPQ9RgOj5hY5AYRJ8G1CedjdCGz.jpg,6.4805
4785,Jeff Goldblum,Acting,/ceSmXnD0FUSTaq2WIrnZu9caL0t.jpg,6.4765
1946295,Kalyani Priyadarshan,Acting,/8FXahoKdXzS3nCKvyRqbE2y5kSA.jpg,6.4716
140335,Kim Yoo-jung,Acting,/eFcMTDIgzSGLHZYXcsf1M42cvFt.jpg,6.4684
2146944,Anya Chalotra,Acting,/uF7OzuFm0TEYP8MkaBiQBLjuxUv.jpg,6.4678
1215399,Taylor Sheridan,Writing,/x7jpL85WF5sk3cPj2lukrGkZYig.jpg,6.4611
3904236,Azi Acosta,Acting,/ANDA47GMfwbCtHfKafl09rcv6c.jpg,6.4412
